published_at,final_text,final_text (tokenize),label
2025-05-06 11:20:07,keren butuh sentuh khusus,"['keren', 'butuh', 'sentuh', 'khusus']",1
2025-05-06 10:08:11,mantap,['mantap'],1
2025-05-06 07:12:11,mantap dewasa ajang lapang aman satpol pulang pergi,"['mantap', 'dewasa', 'ajang', 'lapang', 'aman', 'satpol', 'pulang', 'pergi']",1
2025-05-06 06:07:21,iniadalah jahat hancur jahat nikmat,"['iniadalah', 'jahat', 'hancur', 'jahat', 'nikmat']",1
2025-05-06 05:57:02,sibuk sipil,"['sibuk', 'sipil']",1
2025-05-06 05:08:18,goa purba tindak kaji cadel,"['goa', 'purba', 'tindak', 'kaji', 'cadel']",1
2025-05-06 05:04:55,ribut,['ribut'],1
2025-05-06 04:46:35,kaji lagikami butuh dana,"['kaji', 'lagikami', 'butuh', 'dana']",2
2025-05-06 04:43:55,mikirnya daya untung mikirnya kampung internasional eta sejahtera,"['mikirnya', 'daya', 'untung', 'mikirnya', 'kampung', 'internasional', 'eta', 'sejahtera']",1
2025-05-06 04:27:49,latih,['latih'],1
2025-05-06 04:26:21,smga oknum pegawai negeri sipil malas oknum malas oknum gembleng kdisiplinan,"['smga', 'oknum', 'pegawai', 'negeri', 'sipil', 'malas', 'oknum', 'malas', 'oknum', 'gembleng', 'kdisiplinan']",1
2025-05-06 03:47:51,bagamana berita ngomongnya lapor,"['bagamana', 'berita', 'ngomongnya', 'lapor']",1
2025-05-06 03:25:17,china maju salah bijak tangan jemput inginya gemoy tulang lunak tiktokan,"['china', 'maju', 'salah', 'bijak', 'tangan', 'jemput', 'inginya', 'gemoy', 'tulang', 'lunak', 'tiktokan']",1
2025-05-06 02:01:51,kelas malih militerkatanyakeren militerpadahal timuria bilangkatanya bagusuntuk isi libur kelasdr main gamedr ngopi,"['kelas', 'malih', 'militerkatanyakeren', 'militerpadahal', 'timuria', 'bilangkatanya', 'bagusuntuk', 'isi', 'libur', 'kelasdr', 'main', 'gamedr', 'ngopi']",1
2025-05-06 02:01:35,briliant terap wilayah,"['briliant', 'terap', 'wilayah']",1
2025-05-06 01:32:45,perintah pusat evaluasi gratis pr transparan evaluasi,"['perintah', 'pusat', 'evaluasi', 'gratis', 'pr', 'transparan', 'evaluasi']",1
2025-05-06 00:55:25,awas gede loreng organisasi,"['awas', 'gede', 'loreng', 'organisasi']",1
2025-05-06 00:41:50,didengerinngga aksi tuk tunggu rapat rapat minimal rapatbaru solusiyah,"['didengerinngga', 'aksi', 'tuk', 'tunggu', 'rapat', 'rapat', 'minimal', 'rapatbaru', 'solusiyah']",1
2025-05-06 00:29:52,paham mikirnya sisi ideal celah komplain saran bagus konten psikolog lainlain giat memmbuat bhwa mreka butuh sayang wadah orangtua quotmembuangquot,"['paham', 'mikirnya', 'sisi', 'ideal', 'celah', 'komplain', 'saran', 'bagus', 'konten', 'psikolog', 'lainlain', 'giat', 'memmbuat', 'bhwa', 'mreka', 'butuh', 'sayang', 'wadah', 'orangtua', 'quotmembuangquot']",1
2025-05-06 00:07:06,hebat gerak,"['hebat', 'gerak']",1
2025-05-06 00:00:05,tutup utak atik tutup saudara tutup,"['tutup', 'utak', 'atik', 'tutup', 'saudara', 'tutup']",1
2025-05-05 23:31:05,pandang belah mata quotnamanya lelah dokter kyai diobatiquot usaha keras,"['pandang', 'belah', 'mata', 'quotnamanya', 'lelah', 'dokter', 'kyai', 'diobatiquot', 'usaha', 'keras']",3
2025-05-05 22:42:57,juru aju gembleng enam bandung bingung,"['juru', 'aju', 'gembleng', 'enam', 'bandung', 'bingung']",3
2025-05-05 22:22:45,mas fajar adakan dampak positive selamanyayg harap dampak fajar dampak nyinyir gedein minim kreativitas,"['mas', 'fajar', 'adakan', 'dampak', 'positive', 'selamanyayg', 'harap', 'dampak', 'fajar', 'dampak', 'nyinyir', 'gedein', 'minim', 'kreativitas']",1
2025-05-05 22:18:03,habis politik belusuk mntp,"['habis', 'politik', 'belusuk', 'mntp']",1
2025-05-05 22:11:25,harap,['harap'],1
2025-05-05 16:41:11,mendikbud nangani nakalsaya,"['mendikbud', 'nangani', 'nakalsaya']",1
2025-05-05 16:24:07,,[],2
2025-05-05 16:22:22,usul indisipliner,"['usul', 'indisipliner']",2
2025-05-05 16:04:34,,[],2
2025-05-05 14:30:35,nyontek dasar nyinyir,"['nyontek', 'dasar', 'nyinyir']",1
2025-05-05 13:37:19,gebrak kiri kanan,"['gebrak', 'kiri', 'kanan']",1
2025-05-05 12:03:28,mantan polri iri keren keren,"['mantan', 'polri', 'iri', 'keren', 'keren']",1
2025-05-05 12:03:00,,[],1
2025-05-05 11:41:50,konsep takut saing cemerlang china maju terap susah maju korupsi sakit susah sembuh,"['konsep', 'takut', 'saing', 'cemerlang', 'china', 'maju', 'terap', 'susah', 'maju', 'korupsi', 'sakit', 'susah', 'sembuh']",1
2025-05-05 11:10:19,,[],1
2025-05-05 10:36:06,penasaran dengar langkah kongkritnya pemprof tangan suka lainlain,"['penasaran', 'dengar', 'langkah', 'kongkritnya', 'pemprof', 'tangan', 'suka', 'lainlain']",2
2025-05-05 10:32:57,langkah hebat tangan usia kolah suka resah,"['langkah', 'hebat', 'tangan', 'usia', 'kolah', 'suka', 'resah']",1
2025-05-05 09:40:21,laah tukang cilok,"['laah', 'tukang', 'cilok']",2
2025-05-05 08:24:00,luthfi mantan kapolda irikenapa polisi,"['luthfi', 'mantan', 'kapolda', 'irikenapa', 'polisi']",2
2025-05-05 08:23:00,guru,['guru'],1
2025-05-05 08:21:58,wamendikbud bodoh bijak efek efek positifjangan militerpobhia bos,"['wamendikbud', 'bodoh', 'bijak', 'efek', 'efek', 'positifjangan', 'militerpobhia', 'bos']",1
2025-05-05 07:53:15,bnaget,['bnaget'],1
2025-05-05 07:25:02,,[],1
2025-05-05 06:54:02,halaaah diknas puluh,"['halaaah', 'diknas', 'puluh']",2
2025-05-05 06:36:40,keren,['keren'],1
2025-05-05 06:20:48,ngikutin lutfi bagus lutfi pangkat mantan polisi maunemtang firal suka banding lutfi,"['ngikutin', 'lutfi', 'bagus', 'lutfi', 'pangkat', 'mantan', 'polisi', 'maunemtang', 'firal', 'suka', 'banding', 'lutfi']",1
2025-05-05 05:32:01,kaji bosss,"['kaji', 'bosss']",1
2025-05-05 05:31:19,,[],1
2025-05-05 05:27:14,laincuma komen kriminal siksa,"['laincuma', 'komen', 'kriminal', 'siksa']",1
2025-05-05 04:58:16,hebat kmd bijak sentuh hidup harap negeri protes nyinyir kemarin ajahh tidur kenyang terang gagas kmd bagus bentuk jepang nusantara pemuda latih bentuk quotpetaquot situ wujud merdeka nusantara latih bentuk fokus duduk manis bakti fokus laksana insya emas kosong,"['hebat', 'kmd', 'bijak', 'sentuh', 'hidup', 'harap', 'negeri', 'protes', 'nyinyir', 'kemarin', 'ajahh', 'tidur', 'kenyang', 'terang', 'gagas', 'kmd', 'bagus', 'bentuk', 'jepang', 'nusantara', 'pemuda', 'latih', 'bentuk', 'quotpetaquot', 'situ', 'wujud', 'merdeka', 'nusantara', 'latih', 'bentuk', 'fokus', 'duduk', 'manis', 'bakti', 'fokus', 'laksana', 'insya', 'emas', 'kosong']",1
2025-05-05 04:54:14,bandar lampungprogram bagus bnaget,"['bandar', 'lampungprogram', 'bagus', 'bnaget']",1
2025-05-05 04:45:40,kaji kaji sampeee kepala botak kaji,"['kaji', 'kaji', 'sampeee', 'kepala', 'botak', 'kaji']",2
2025-05-05 04:33:00,,[],2
2025-05-05 04:23:51,andai provinsi terap sistem sinergi suka bleyer senjata nantang nyerbu lainkemudian ciduk polisi latih salam santun kalem tanggungjawab rajin bagus,"['andai', 'provinsi', 'terap', 'sistem', 'sinergi', 'suka', 'bleyer', 'senjata', 'nantang', 'nyerbu', 'lainkemudian', 'ciduk', 'polisi', 'latih', 'salam', 'santun', 'kalem', 'tanggungjawab', 'rajin', 'bagus']",1
2025-05-05 04:20:02,kota semarang progam hebat,"['kota', 'semarang', 'progam', 'hebat']",1
2025-05-05 04:18:57,hebat manfaat,"['hebat', 'manfaat']",1
2025-05-05 04:13:37,bekas,['bekas'],1
2025-05-05 04:06:36,bubar gaji buta,"['bubar', 'gaji', 'buta']",2
2025-05-05 04:05:59,ded,['ded'],1
2025-05-05 03:59:54,orangtua masukbarak paksa,"['orangtua', 'masukbarak', 'paksa']",1
2025-05-05 03:52:05,panas,['panas'],1
2025-05-05 03:51:20,mantap,['mantap'],1
2025-05-05 03:36:37,helehhh eamendisdak ngebayakin omonomon aksi soksokan peduli mulut,"['helehhh', 'eamendisdak', 'ngebayakin', 'omonomon', 'aksi', 'soksokan', 'peduli', 'mulut']",1
2025-05-05 03:25:31,hapus tri buang buang,"['hapus', 'tri', 'buang', 'buang']",2
2025-05-05 03:17:13,hebat sadar kritik kritik,"['hebat', 'sadar', 'kritik', 'kritik']",1
2025-05-05 03:11:00,feeling calon jago gerindra kecuali cawe,"['feeling', 'calon', 'jago', 'gerindra', 'kecuali', 'cawe']",2
2025-05-05 03:05:07,nyinyir manyoritas rokok kerjajangan meja mayoritas bobrok,"['nyinyir', 'manyoritas', 'rokok', 'kerjajangan', 'meja', 'mayoritas', 'bobrok']",1
2025-05-05 03:03:22,minimal citacita brodan,"['minimal', 'citacita', 'brodan']",1
2025-05-05 02:50:21,dengar komnas ham kosong,"['dengar', 'komnas', 'ham', 'kosong']",1
2025-05-05 02:47:19,nyinyir mulut latih ngomongnya tertawa,"['nyinyir', 'mulut', 'latih', 'ngomongnya', 'tertawa']",1
2025-05-05 02:08:50,tri sempit kaji fakta jahat menghawatirkan,"['tri', 'sempit', 'kaji', 'fakta', 'jahat', 'menghawatirkan']",1
2025-05-05 01:59:17,wrga,['wrga'],1
2025-05-05 01:57:59,bagus zaman sd bunuh ngelem mabok pegang cerulit takut buliyan laki perempuan bagus krna tanam bangun subuh solat tidur larut malam zaman tdur dewasa larut malam bangun siang zaman prihatin zaman seoalah langgar nuntasin papua sangkut pautin pdhal beres bbrapa jam sangkut paut yaa pandang pandang sisi maju maju atur atur maju unggul piye pacar gaul bpak bimbing,"['bagus', 'zaman', 'sd', 'bunuh', 'ngelem', 'mabok', 'pegang', 'cerulit', 'takut', 'buliyan', 'laki', 'perempuan', 'bagus', 'krna', 'tanam', 'bangun', 'subuh', 'solat', 'tidur', 'larut', 'malam', 'zaman', 'tdur', 'dewasa', 'larut', 'malam', 'bangun', 'siang', 'zaman', 'prihatin', 'zaman', 'seoalah', 'langgar', 'nuntasin', 'papua', 'sangkut', 'pautin', 'pdhal', 'beres', 'bbrapa', 'jam', 'sangkut', 'paut', 'yaa', 'pandang', 'pandang', 'sisi', 'maju', 'maju', 'atur', 'atur', 'maju', 'unggul', 'piye', 'pacar', 'gaul', 'bpak', 'bimbing']",1
2025-05-05 01:42:46,bagus prgram,"['bagus', 'prgram']",1
2025-05-05 01:33:18,peran kuat,"['peran', 'kuat']",1
2025-05-05 01:23:42,sayapengin tukeran laah,"['sayapengin', 'tukeran', 'laah']",1
2025-05-05 01:16:33,cocok,['cocok'],1
2025-05-05 01:15:48,ach modal,"['ach', 'modal']",2
2025-05-05 00:24:28,hebat mantap,"['hebat', 'mantap']",1
2025-05-05 00:15:08,manunggal abri sesuai falsafah prabu siliwangi,"['manunggal', 'abri', 'sesuai', 'falsafah', 'prabu', 'siliwangi']",1
2025-05-05 00:14:13,trobosan hebat maju,"['trobosan', 'hebat', 'maju']",1
2025-05-05 00:09:19,poko ok,"['poko', 'ok']",1
2025-05-05 00:08:31,pesantren walidd,"['pesantren', 'walidd']",3
2025-05-05 00:04:31,banyumas mulyadidrpd kontra positif negatif,"['banyumas', 'mulyadidrpd', 'kontra', 'positif', 'negatif']",1
2025-05-04 23:50:09,gebrakannyapadahal semarang gangster layap ujung begalada,"['gebrakannyapadahal', 'semarang', 'gangster', 'layap', 'ujung', 'begalada']",1
2025-05-04 23:27:18,alesan kait orogram aneh,"['alesan', 'kait', 'orogram', 'aneh']",1
2025-05-04 23:26:45,kaji telaahtelaah telaah,"['kaji', 'telaahtelaah', 'telaah']",2
2025-05-04 23:22:45,adain dewasa,"['adain', 'dewasa']",1
2025-05-04 23:13:29,bagus skg,"['bagus', 'skg']",1
2025-05-04 23:08:04,mendagri copot mendagri mngintruksikan provinsi melkaukan,"['mendagri', 'copot', 'mendagri', 'mngintruksikan', 'provinsi', 'melkaukan']",1
2025-05-04 22:52:28,praktek bos,"['praktek', 'bos']",1
2025-05-04 22:37:31,bayar,['bayar'],1
2025-05-04 22:22:12,keren soleh,"['keren', 'soleh']",1
2025-05-04 21:25:12,kaji kaji,"['kaji', 'kaji']",2
2025-05-04 21:17:48,,[],1
2025-05-04 21:17:47,taruna nusantara bentuk,"['taruna', 'nusantara', 'bentuk']",1
2025-05-04 20:03:41,,[],1
2025-05-04 19:04:28,bagus cegah obat,"['bagus', 'cegah', 'obat']",1
2025-05-04 18:52:10,tyme utus ber ahklak,"['tyme', 'utus', 'ber', 'ahklak']",1
2025-05-04 18:34:21,kaji kaji bodoh,"['kaji', 'kaji', 'bodoh']",2
2025-05-04 18:05:37,lapor mungki palingquot analisa duludi inspeksi dadak,"['lapor', 'mungki', 'palingquot', 'analisa', 'duludi', 'inspeksi', 'dadak']",2
2025-05-04 17:52:41,perintah takut dulann takut dilawann maksud,"['perintah', 'takut', 'dulann', 'takut', 'dilawann', 'maksud']",2
2025-05-04 17:07:50,kena ganggu dibully palak males pergi down,"['kena', 'ganggu', 'dibully', 'palak', 'males', 'pergi', 'down']",2
2025-05-04 16:01:16,puny bgus bust wargany kes monoton ngikutin pemipin visioner mejdi pemipin dxsegla bidang,"['puny', 'bgus', 'bust', 'wargany', 'kes', 'monoton', 'ngikutin', 'pemipin', 'visioner', 'mejdi', 'pemipin', 'dxsegla', 'bidang']",1
2025-05-04 15:36:59,ortunya sanggup pajabat,"['ortunya', 'sanggup', 'pajabat']",1
2025-05-04 15:09:19,komnas ham nyinyir sebagaianya oyaaa jalanjalan kondisi langgar aniaya laku kasar tindak sesuai norma adab silah lapor neh koosng nyaring bunyi hub rembuk musyawarah sharing maju,"['komnas', 'ham', 'nyinyir', 'sebagaianya', 'oyaaa', 'jalanjalan', 'kondisi', 'langgar', 'aniaya', 'laku', 'kasar', 'tindak', 'sesuai', 'norma', 'adab', 'silah', 'lapor', 'neh', 'koosng', 'nyaring', 'bunyi', 'hub', 'rembuk', 'musyawarah', 'sharing', 'maju']",1
2025-05-04 14:57:34,gilir banjir jabotabek ora kaji gilir insaf suka judi online suka kumpulkumpul xtawuran hayal arep kajipadahal kebijakanpolitik ngalernidul,"['gilir', 'banjir', 'jabotabek', 'ora', 'kaji', 'gilir', 'insaf', 'suka', 'judi', 'online', 'suka', 'kumpulkumpul', 'xtawuran', 'hayal', 'arep', 'kajipadahal', 'kebijakanpolitik', 'ngalernidul']",2
2025-05-04 14:44:36,hati sulit perintah alam,"['hati', 'sulit', 'perintah', 'alam']",2
2025-05-04 14:36:15,nyir nyir,"['nyir', 'nyir']",1
2025-05-04 14:32:12,mnurut bnyak ilmu sosial tnggung skala pribadietikadll,"['mnurut', 'bnyak', 'ilmu', 'sosial', 'tnggung', 'skala', 'pribadietikadll']",1
2025-05-04 14:26:48,sukses,['sukses'],1
2025-05-04 14:25:49,mejajadi real lapang,"['mejajadi', 'real', 'lapang']",2
2025-05-04 14:24:33,politik keteter,"['politik', 'keteter']",2
2025-05-04 14:21:17,salah serah,"['salah', 'serah']",1
2025-05-04 14:19:24,dampak nyinyirrr,"['dampak', 'nyinyirrr']",1
2025-05-04 13:49:23,remajasiswa nothing kaji nengevaluasi seminar kasihan manja sopan santun kuasa ilmu prihatin,"['remajasiswa', 'nothing', 'kaji', 'nengevaluasi', 'seminar', 'kasihan', 'manja', 'sopan', 'santun', 'kuasa', 'ilmu', 'prihatin']",1
2025-05-04 13:47:13,alhmadulillah ciftakan istimewa sukses,"['alhmadulillah', 'ciftakan', 'istimewa', 'sukses']",1
2025-05-04 13:42:36,peduli konten citra jagain amanah amin,"['peduli', 'konten', 'citra', 'jagain', 'amanah', 'amin']",1
2025-05-04 13:40:57,anank titip orng pinter langgar blng sh,"['anank', 'titip', 'orng', 'pinter', 'langgar', 'blng', 'sh']",1
2025-05-04 13:04:48,kpia komennya,"['kpia', 'komennya']",2
2025-05-04 12:43:57,paham jurus kriminal,"['paham', 'jurus', 'kriminal']",2
2025-05-04 12:35:27,dengar kabar anggap reaksi campur aduk sisi paham bijak muncul guru kewalahan hadap sulit kendali frustrasi cepat dengar janji kemas narasi dalammelihat sisi psikologi asasisaya tolak bijak alas latih prajurit dewasa sistem kaku keras orientasi perintah hukum perilaku buruk butuh fleksibel empati paham latar selesai militeristik abai kompleksitas psikologis sosial tangan pindah pindah butuh perhati asing serius bangun sistem lingkung risiko trauma stigma jangka keras luka psikologis hukum sandang stigma tutup peluang alihalih buang manusiawi restorative justice terapi mentoring giat komunitas tingkat caracara perilaku bangun percaya empati sosial,"['dengar', 'kabar', 'anggap', 'reaksi', 'campur', 'aduk', 'sisi', 'paham', 'bijak', 'muncul', 'guru', 'kewalahan', 'hadap', 'sulit', 'kendali', 'frustrasi', 'cepat', 'dengar', 'janji', 'kemas', 'narasi', 'dalammelihat', 'sisi', 'psikologi', 'asasisaya', 'tolak', 'bijak', 'alas', 'latih', 'prajurit', 'dewasa', 'sistem', 'kaku', 'keras', 'orientasi', 'perintah', 'hukum', 'perilaku', 'buruk', 'butuh', 'fleksibel', 'empati', 'paham', 'latar', 'selesai', 'militeristik', 'abai', 'kompleksitas', 'psikologis', 'sosial', 'tangan', 'pindah', 'pindah', 'butuh', 'perhati', 'asing', 'serius', 'bangun', 'sistem', 'lingkung', 'risiko', 'trauma', 'stigma', 'jangka', 'keras', 'luka', 'psikologis', 'hukum', 'sandang', 'stigma', 'tutup', 'peluang', 'alihalih', 'buang', 'manusiawi', 'restorative', 'justice', 'terapi', 'mentoring', 'giat', 'komunitas', 'tingkat', 'caracara', 'perilaku', 'bangun', 'percaya', 'empati', 'sosial']",3
2025-05-04 12:29:11,kerenn,['kerenn'],1
2025-05-04 12:24:18,,[],1
2025-05-04 12:15:26,anceman atur atur,"['anceman', 'atur', 'atur']",1
2025-05-04 12:11:04,kemendiknas kaji kaji sebentar korupsi korupsi lanjur bandit,"['kemendiknas', 'kaji', 'kaji', 'sebentar', 'korupsi', 'korupsi', 'lanjur', 'bandit']",1
2025-05-04 12:10:21,layak wamendikbud,"['layak', 'wamendikbud']",2
2025-05-04 12:08:55,truss polisi,"['truss', 'polisi']",2
2025-05-04 12:03:03,hebat maju,"['hebat', 'maju']",1
2025-05-04 12:01:46,klau nitipin suami gimn,"['klau', 'nitipin', 'suami', 'gimn']",2
2025-05-04 12:01:11,gaji kasihan,"['gaji', 'kasihan']",2
2025-05-04 11:56:04,perang dunia mudamudi latih,"['perang', 'dunia', 'mudamudi', 'latih']",2
2025-05-04 11:55:42,,[],1
2025-05-04 11:55:35,peduli,['peduli'],2
2025-05-04 11:46:24,pram gengsi brooo,"['pram', 'gengsi', 'brooo']",1
2025-05-04 11:44:59,gurbernur,['gurbernur'],1
2025-05-04 11:41:30,smk titip semi manfaat efektif pribadi sepakat salah wilayah,"['smk', 'titip', 'semi', 'manfaat', 'efektif', 'pribadi', 'sepakat', 'salah', 'wilayah']",1
2025-05-04 11:33:47,kadang gagal rezeki halal pikiren,"['kadang', 'gagal', 'rezeki', 'halal', 'pikiren']",1
2025-05-04 11:27:04,perintah atur aksi noh aingbaru cerdas basa basi bangga,"['perintah', 'atur', 'aksi', 'noh', 'aingbaru', 'cerdas', 'basa', 'basi', 'bangga']",1
2025-05-04 11:26:39,maju,['maju'],2
2025-05-04 11:26:07,talu gede manpaatnya maju biarin ajah dengar steres,"['talu', 'gede', 'manpaatnya', 'maju', 'biarin', 'ajah', 'dengar', 'steres']",1
2025-05-04 11:24:47,kontra lucu,"['kontra', 'lucu']",1
2025-05-04 11:21:19,bijak hebat ksdm kecuali vasektomi,"['bijak', 'hebat', 'ksdm', 'kecuali', 'vasektomi']",1
2025-05-04 11:13:12,cemerlang merahabilitasi,"['cemerlang', 'merahabilitasi']",1
2025-05-04 11:12:40,jago jago selesai tertawa,"['jago', 'jago', 'selesai', 'tertawa']",1
2025-05-04 11:12:39,tri model,"['tri', 'model']",1
2025-05-04 11:12:05,titip,['titip'],2
2025-05-04 11:11:15,nyinyir nitip tabok congor tanyain suka nyolong suka,"['nyinyir', 'nitip', 'tabok', 'congor', 'tanyain', 'suka', 'nyolong', 'suka']",1
2025-05-04 11:02:51,mulut sampah tindak,"['mulut', 'sampah', 'tindak']",2
2025-05-04 11:01:53,perintah pusat kaji habis contek mikir,"['perintah', 'pusat', 'kaji', 'habis', 'contek', 'mikir']",1
2025-05-04 11:01:23,maju setujujgn dengar oceh retno cs sampah,"['maju', 'setujujgn', 'dengar', 'oceh', 'retno', 'cs', 'sampah']",1
2025-05-04 10:59:43,dewasa cerita kena hukum,"['dewasa', 'cerita', 'kena', 'hukum']",1
2025-05-04 10:57:34,papua uji kambuh kelakuanya,"['papua', 'uji', 'kambuh', 'kelakuanya']",1
2025-05-04 10:55:16,harap serius bimbing sabar tabah semangat cerdas hadap,"['harap', 'serius', 'bimbing', 'sabar', 'tabah', 'semangat', 'cerdas', 'hadap']",1
2025-05-04 10:51:27,positif,['positif'],1
2025-05-04 10:51:18,sadar penuhmendukung apara sadar halang,"['sadar', 'penuhmendukung', 'apara', 'sadar', 'halang']",1
2025-05-04 10:49:05,tunggu,['tunggu'],2
2025-05-04 10:45:32,pesantren,['pesantren'],3
2025-05-04 10:44:41,usia umur kumpulkumpul minum begal beli minum,"['usia', 'umur', 'kumpulkumpul', 'minum', 'begal', 'beli', 'minum']",2
2025-05-04 10:43:56,retno kemarin menang pingsan nyampe,"['retno', 'kemarin', 'menang', 'pingsan', 'nyampe']",2
2025-05-04 10:43:42,kaji melulu miting hotel habis aksi,"['kaji', 'melulu', 'miting', 'hotel', 'habis', 'aksi']",2
2025-05-04 10:42:49,gilir teriak kemarin korban,"['gilir', 'teriak', 'kemarin', 'korban']",1
2025-05-04 10:42:02,omonomon,['omonomon'],1
2025-05-04 10:41:44,titip bebas tugas enak titip,"['titip', 'bebas', 'tugas', 'enak', 'titip']",1
2025-05-04 10:40:58,markas jad narapidana hidup bbs polisi jaga kapas nanganin maling tobat bayak narkotika tenang didlm lapasyg jaga tahan ibkis,"['markas', 'jad', 'narapidana', 'hidup', 'bbs', 'polisi', 'jaga', 'kapas', 'nanganin', 'maling', 'tobat', 'bayak', 'narkotika', 'tenang', 'didlm', 'lapasyg', 'jaga', 'tahan', 'ibkis']",2
2025-05-04 10:40:52,hebat,['hebat'],1
2025-05-04 10:39:14,nahdatul ulama nahdatul ulama nahdatul ulama naha nahdatul ulama ribet,"['nahdatul', 'ulama', 'nahdatul', 'ulama', 'nahdatul', 'ulama', 'naha', 'nahdatul', 'ulama', 'ribet']",2
2025-05-04 10:38:21,umur an wkwkwk,"['umur', 'an', 'wkwkwk']",2
2025-05-04 10:33:49,golong keren,"['golong', 'keren']",1
2025-05-04 10:30:22,sebutkkan kota kota,"['sebutkkan', 'kota', 'kota']",1
2025-05-04 10:26:24,bangga,['bangga'],1
2025-05-04 10:26:14,kaji kaji lingkung bagus kurikulum harga orangtua isi positif mabok mabokan lapor kondisi lapang turum lapang,"['kaji', 'kaji', 'lingkung', 'bagus', 'kurikulum', 'harga', 'orangtua', 'isi', 'positif', 'mabok', 'mabokan', 'lapor', 'kondisi', 'lapang', 'turum', 'lapang']",1
2025-05-04 10:19:03,kontra,['kontra'],2
2025-05-04 10:15:35,kewalahan titip,"['kewalahan', 'titip']",1
2025-05-04 10:13:36,titip pesantren titip,"['titip', 'pesantren', 'titip']",1
2025-05-04 10:12:46,wkwkwk suara dimasukin,"['wkwkwk', 'suara', 'dimasukin']",1
2025-05-04 10:08:45,peduli masyarakatlanjutkan,"['peduli', 'masyarakatlanjutkan']",1
2025-05-04 10:07:36,level nakalyg level kadang kewalahan lagiini salah evaluasi tetep perlutp utama sempurna fokus larang,"['level', 'nakalyg', 'level', 'kadang', 'kewalahan', 'lagiini', 'salah', 'evaluasi', 'tetep', 'perlutp', 'utama', 'sempurna', 'fokus', 'larang']",1
2025-05-04 10:05:57,kaji botakno,"['kaji', 'botakno']",2
2025-05-04 10:05:48,mendukungkpai heboh tolak,"['mendukungkpai', 'heboh', 'tolak']",1
2025-05-04 10:03:13,kajiankajian alas tri korup,"['kajiankajian', 'alas', 'tri', 'korup']",2
2025-05-04 10:03:12,,[],2
2025-05-04 09:58:24,barakdisekolah jagoanabis susah kerjamasuk ormasmuncullah preman hercules,"['barakdisekolah', 'jagoanabis', 'susah', 'kerjamasuk', 'ormasmuncullah', 'preman', 'hercules']",3
2025-05-04 09:54:13,kerennn lahhhh reang,"['kerennn', 'lahhhh', 'reang']",1
2025-05-04 09:52:18,bubar mulyadikpai cma mkan gjih butacma kritik krja,"['bubar', 'mulyadikpai', 'cma', 'mkan', 'gjih', 'butacma', 'kritik', 'krja']",2
2025-05-04 09:47:21,manfaat,['manfaat'],1
2025-05-04 09:41:57,sip,['sip'],2
2025-05-04 09:41:29,,[],2
2025-05-04 09:39:54,dengar bagus bijak,"['dengar', 'bagus', 'bijak']",1
2025-05-04 09:37:21,mudah mudah mudah kelak susah,"['mudah', 'mudah', 'mudah', 'kelak', 'susah']",1
2025-05-04 09:34:51,kaji kaji gank motor kaji maju,"['kaji', 'kaji', 'gank', 'motor', 'kaji', 'maju']",1
2025-05-04 09:33:53,wamendik gagas nyinyirterus hubung,"['wamendik', 'gagas', 'nyinyirterus', 'hubung']",1
2025-05-04 09:26:31,sisi bekal tangan benerin pola asuh manja tongkrong ketemu grup bagus matang,"['sisi', 'bekal', 'tangan', 'benerin', 'pola', 'asuh', 'manja', 'tongkrong', 'ketemu', 'grup', 'bagus', 'matang']",2
2025-05-04 09:23:44,mesti adopsi perintah pusat wilayah,"['mesti', 'adopsi', 'perintah', 'pusat', 'wilayah']",1
2025-05-04 09:05:27,lutfi bijak,"['lutfi', 'bijak']",2
2025-05-04 09:05:03,,[],1
2025-05-04 09:04:40,titip retno nyinyir bosan retno,"['titip', 'retno', 'nyinyir', 'bosan', 'retno']",2
2025-05-04 08:59:44,mantap,['mantap'],1
2025-05-04 08:58:29,daptar,['daptar'],1
2025-05-04 08:55:31,kaji dana,"['kaji', 'dana']",2
2025-05-04 08:51:21,kaji melulu praktek adaasal,"['kaji', 'melulu', 'praktek', 'adaasal']",2
2025-05-04 08:50:58,tonton suka rela titip mata liar lampu merah mabuk lem aduh aduh habis,"['tonton', 'suka', 'rela', 'titip', 'mata', 'liar', 'lampu', 'merah', 'mabuk', 'lem', 'aduh', 'aduh', 'habis']",1
2025-05-04 08:46:06,mantappp,['mantappp'],1
2025-05-04 08:43:41,emas,['emas'],1
2025-05-04 08:43:02,,[],1
2025-05-04 08:41:42,nyinyir kejangquot kena tahan,"['nyinyir', 'kejangquot', 'kena', 'tahan']",1
2025-05-04 08:34:41,doangtapi nyatajangan jalankansemangat,"['doangtapi', 'nyatajangan', 'jalankansemangat']",1
2025-05-04 08:28:51,kaji halahhalah kaji akalakalan korupsi pejabrut,"['kaji', 'halahhalah', 'kaji', 'akalakalan', 'korupsi', 'pejabrut']",1
2025-05-04 08:27:15,wamendik,['wamendik'],2
2025-05-12 09:59:23,,[],1
2025-05-12 04:35:31,kota tasik,"['kota', 'tasik']",2
2025-05-09 19:19:10,kader karyawan kualitas mumpuni transmigran,"['kader', 'karyawan', 'kualitas', 'mumpuni', 'transmigran']",1
2025-05-09 11:41:08,gede sada daptar militerwalau,"['gede', 'sada', 'daptar', 'militerwalau']",1
