published_at,comment_text,label,cleaned_text,normalized_comment,cleaned_text2,no_stopwords,stemmed_text,no_stopwords2,tokenize_text
2025-05-23 04:49:18,❤❤❤❤❤❤❤❤❤❤❤,2,,,,,,,[]
2025-05-23 04:48:51,😢😢😢😢 saget mulia  hati pk dedi terharu setiap liat konten ny sht sll y pak,1,saget mulia hati pk dedi terharu setiap liat konten ny sht sll y pak,saget mulia hati pak dedi terharu setiap lihat konten nya sht selalu ya pak,saget mulia hati pak dedi terharu setiap lihat konten nya sht selalu ya pak,saget mulia hati terharu konten sht,saget mulia hati haru konten sht,saget mulia hati haru konten sht,"['saget', 'mulia', 'hati', 'haru', 'konten', 'sht']"
2025-05-23 04:47:34,subhanallah &quot; Allahuakbar&quot; ya Allah trimakasih &quot; telah kau kirim hambamu&quot; yang jdapat mengubah gelap menjadi terang&quot; panas menjadi adem&quot; pemikiran yang sempit menjadi elit&quot; jiwa yang penantang jadi penenang&quot; ya Allah lindungilah mereka dari kezoliman manusia &quot;( tetap semangat  dan salam hormat saya bapak gubernur Mulyadi&quot; dan para aparat yg selalu mengayomi masyarakat Indonesia &quot;❤❤❤❤,1,subhanallah quot allahuakbarquot ya allah trimakasih quot telah kau kirim hambamuquot yang jdapat mengubah gelap menjadi terangquot panas menjadi ademquot pemikiran yang sempit menjadi elitquot jiwa yang penantang jadi penenangquot ya allah lindungilah mereka dari kezoliman manusia quot tetap semangat dan salam hormat saya bapak gubernur mulyadiquot dan para aparat yg selalu mengayomi masyarakat indonesia quot,subhanallah quot allahuakbarquot iya allah terimakasih quot telah kamu kirim hambamuquot yang jdapat mengubah gelap menjadi terangquot panas menjadi ademquot pemikiran yang sempit menjadi elitquot jiwa yang penantang jadi penenangquot iya allah lindungilah mereka dari zalim manusia quot tetap semangat dan salam hormat saya bapak gubernur mulyadiquot dan para aparat yang selalu mengayomi masyarakat indonesia quot,subhanallah quot allahuakbarquot iya allah terimakasih quot telah kamu kirim hambamuquot yang jdapat mengubah gelap menjadi terangquot panas menjadi ademquot pemikiran yang sempit menjadi elitquot jiwa yang penantang jadi penenangquot iya allah lindungilah mereka dari zalim manusia quot tetap semangat dan salam hormat saya bapak gubernur mulyadiquot dan para aparat yang selalu mengayomi masyarakat indonesia quot,subhanallah allahuakbarquot terimakasih kirim hambamuquot jdapat mengubah gelap terangquot panas ademquot pemikiran sempit elitquot jiwa penantang penenangquot lindungilah zalim manusia semangat salam hormat mulyadiquot aparat mengayomi masyarakat,subhanallah allahuakbarquot terimakasih kirim hambamuquot jdapat ubah gelap terangquot panas ademquot pikir sempit elitquot jiwa tantang penenangquot lindung zalim manusia semangat salam hormat mulyadiquot aparat ayom masyarakat,subhanallah allahuakbarquot terimakasih hambamuquot jdapat gelap terangquot panas ademquot sempit elitquot jiwa tantang penenangquot zalim semangat salam mulyadiquot aparat ayom,"['subhanallah', 'allahuakbarquot', 'terimakasih', 'hambamuquot', 'jdapat', 'gelap', 'terangquot', 'panas', 'ademquot', 'sempit', 'elitquot', 'jiwa', 'tantang', 'penenangquot', 'zalim', 'semangat', 'salam', 'mulyadiquot', 'aparat', 'ayom']"
2025-05-23 04:47:30,Ini yang d butuhkan indonesia pemimpin yang bener bener mengayomi rakyat ny ...,2,ini yang d butuhkan indonesia pemimpin yang bener bener mengayomi rakyat ny,ini yang di butuhkan indonesia pemimpin yang benar benar mengayomi rakyat nya,ini yang di butuhkan indonesia pemimpin yang benar benar mengayomi rakyat nya,butuhkan pemimpin mengayomi rakyat,butuh pimpin ayom rakyat,butuh ayom,"['butuh', 'ayom']"
2025-05-23 04:33:18,Masya Allah begitu mulia hati pa dedi mulyadi sukses dan lancar terus rezekinya aamiin,1,masya allah begitu mulia hati pa dedi mulyadi sukses dan lancar terus rezekinya aamiin,masya allah begitu mulia hati apa dedi mulyadi sukses dan lancar terus rezekinya amin,masya allah begitu mulia hati apa dedi mulyadi sukses dan lancar terus rezekinya amin,masya mulia hati sukses lancar rezekinya amin,masya mulia hati sukses lancar rezeki amin,masya mulia hati sukses lancar rezeki amin,"['masya', 'mulia', 'hati', 'sukses', 'lancar', 'rezeki', 'amin']"
2025-05-23 04:30:34,"Wooow pak,sampean berhati malaikat..❤😭",1,wooow paksampean berhati malaikat,wooow paksampean berhati malaikat,wooow paksampean berhati malaikat,wooow paksampean berhati malaikat,wooow paksampean hati malaikat,wooow paksampean hati malaikat,"['wooow', 'paksampean', 'hati', 'malaikat']"
2025-05-23 04:26:43,😭😭😭 ya Tuhan ada LG kan orang2 yg tulus mau membantu rakyat yg membutuhkan seperti dedi mulyadi ini ?? Sehat selalu dedi mulyadi.....,1,ya tuhan ada lg kan orang yg tulus mau membantu rakyat yg membutuhkan seperti dedi mulyadi ini sehat selalu dedi mulyadi,iya tuhan ada lagi akan orang yang tulus mau membantu rakyat yang membutuhkan seperti dedi mulyadi ini sehat selalu dedi mulyadi,iya tuhan ada lagi akan orang yang tulus mau membantu rakyat yang membutuhkan seperti dedi mulyadi ini sehat selalu dedi mulyadi,tuhan tulus membantu rakyat membutuhkan sehat,tuhan tulus bantu rakyat butuh sehat,tuhan tulus butuh,"['tuhan', 'tulus', 'butuh']"
2025-05-23 04:22:17,Saya tipe org yg susah untuk menangis...tapi saya kalah liat vidio ini...,1,saya tipe org yg susah untuk menangistapi saya kalah liat vidio ini,saya tipe orang yang susah untuk menangistapi saya kalah lihat video ini,saya tipe orang yang susah untuk menangistapi saya kalah lihat video ini,tipe susah menangistapi kalah video,tipe susah menangistapi kalah video,tipe susah menangistapi kalah video,"['tipe', 'susah', 'menangistapi', 'kalah', 'video']"
2025-05-23 03:55:47,"Masyaallah masyaallah,.  Paaakkk,. Baik skali hati mu,. 🥹🥹🥹🥹🥹😍😍😍 Ya allah berikan lah keteguhan hati nya pada kebaikan,. 🤲🤲🤲",1,masyaallah masyaallah paaakkk baik skali hati mu ya allah berikan lah keteguhan hati nya pada kebaikan,masyaallah masyaallah paaakkk baik sekali hati mu iya allah berikan lah keteguhan hati nya pada kebaikan,masyaallah masyaallah paaakkk baik sekali hati mu iya allah berikan lah keteguhan hati nya pada kebaikan,masyaallah masyaallah paaakkk hati mu keteguhan hati kebaikan,masyaallah masyaallah paaakkk hati mu teguh hati baik,masyaallah masyaallah paaakkk hati teguh hati,"['masyaallah', 'masyaallah', 'paaakkk', 'hati', 'teguh', 'hati']"
2025-05-23 03:44:35,😢😢😢,2,,,,,,,[]
2025-05-23 03:26:45,"dedi mulyadi, benar-2, terpilih, dan amanah untuk  rakyat ❤❤❤",1,dedi mulyadi benar terpilih dan amanah untuk rakyat,dedi mulyadi benar terpilih dan amanah untuk rakyat,dedi mulyadi benar terpilih dan amanah untuk rakyat,terpilih amanah rakyat,pilih amanah rakyat,amanah,['amanah']
2025-05-23 03:13:04,"Pakgub sebaik ini kok ada yg tega disamakan sama pak jokowi,pakgub orang pertama jd pemimpin yg lain penguasa",1,pakgub sebaik ini kok ada yg tega disamakan sama pak jokowipakgub orang pertama jd pemimpin yg lain penguasa,pakgub sebaik ini kok ada yang tega disamakan sama pak jokowipakgub orang pertama jadi pemimpin yang lain penguasa,pakgub sebaik ini kok ada yang tega disamakan sama pak jokowipakgub orang pertama jadi pemimpin yang lain penguasa,pakgub tega disamakan jokowipakgub pemimpin penguasa,pakgub tega sama jokowipakgub pimpin kuasa,pakgub tega jokowipakgub kuasa,"['pakgub', 'tega', 'jokowipakgub', 'kuasa']"
2025-05-23 03:11:12,Sy jg mau pak jd anak bapak 😭,1,sy jg mau pak jd anak bapak,saya juga mau pak jadi anak bapak,saya juga mau pak jadi anak bapak,,,,[]
2025-05-23 03:07:20,ada yg kaya gini... termul termasuk mulyonox skalipun,2,ada yg kaya gini termul termasuk mulyonox skalipun,ada yang kaya begini termul termasuk mulyonox skalipun,ada yang kaya begini termul termasuk mulyonox skalipun,kaya termul mulyonox skalipun,kaya termul mulyonox skalipun,termul mulyonox skalipun,"['termul', 'mulyonox', 'skalipun']"
2025-05-23 02:59:13,"Tidk kaya tp bisa membantu apa lg kaya ya allah ,semoga di beri sehat dan lebih banyak lg orang kaya bapa kuring amin",1,tidk kaya tp bisa membantu apa lg kaya ya allah semoga di beri sehat dan lebih banyak lg orang kaya bapa kuring amin,tidak kaya tapi bisa membantu apa lagi kaya iya allah semoga di beri sehat dan lebih banyak lagi orang kaya bapak kuring amin,tidak kaya tapi bisa membantu apa lagi kaya iya allah semoga di beri sehat dan lebih banyak lagi orang kaya bapak kuring amin,kaya membantu kaya semoga sehat kaya kuring amin,kaya bantu kaya moga sehat kaya kuring amin,kuring amin,"['kuring', 'amin']"
2025-05-20 23:24:29,"Bukan orangtua tidak bisa didik anak. Orang tua tidak dianggap oleh anak anak demikian, tetapi dengan cara di kebarak militerkan, minimal orangtua punya senjata agar omongan nya bisa disegani anak.",1,bukan orangtua tidak bisa didik anak orang tua tidak dianggap oleh anak anak demikian tetapi dengan cara di kebarak militerkan minimal orangtua punya senjata agar omongan nya bisa disegani anak,bukan orangtua tidak bisa didik anak orang tua tidak dianggap oleh anak anak demikian tetapi dengan cara di kebarak militerkan minimal orangtua punya senjata agar omongan nya bisa disegani anak,bukan orangtua tidak bisa didik anak orang tua tidak dianggap oleh anak anak demikian tetapi dengan cara di kebarak militerkan minimal orangtua punya senjata agar omongan nya bisa disegani anak,orangtua didik dianggap kebarak militerkan minimal orangtua senjata omongan disegani,orangtua didik anggap barak militer minimal orangtua senjata omong segani,orangtua anggap minimal orangtua senjata segani,"['orangtua', 'anggap', 'minimal', 'orangtua', 'senjata', 'segani']"
2025-05-20 14:42:49,Jgn lupa anak yg gemulai tulang lunak di masukan ke barak militer.biar populasinya gk berkembang biak bahayaaaaa!!!!!,2,jgn lupa anak yg gemulai tulang lunak di masukan ke barak militerbiar populasinya gk berkembang biak bahayaaaaa,jangan lupa anak yang gemulai tulang lunak di masukan kah barak militerbiar populasinya tidak berkembang biak bahayaaaaa,jangan lupa anak yang gemulai tulang lunak di masukan kah barak militerbiar populasinya tidak berkembang biak bahayaaaaa,lupa gemulai tulang lunak masukan militerbiar populasinya berkembang biak bahayaaaaa,lupa gemulai tulang lunak masuk militerbiar populasi kembang biak bahayaaaaa,lupa gemulai tulang lunak militerbiar populasi kembang biak bahayaaaaa,"['lupa', 'gemulai', 'tulang', 'lunak', 'militerbiar', 'populasi', 'kembang', 'biak', 'bahayaaaaa']"
2025-05-18 10:07:47,aku juga mau ikut tp bukan karen nakal tp emg mau,1,aku juga mau ikut tp bukan karen nakal tp emg mau,aku juga mau ikut tapi bukan karen nakal tapi memang mau,aku juga mau ikut tapi bukan karen nakal tapi memang mau,karen,karen,karen,['karen']
2025-05-17 07:34:06,Pntsn peserta cwe ada yg curhat lbh betah di barak krn dirmh ga betah liat bpk emaknya brantem mulu tiap hri,1,pntsn peserta cwe ada yg curhat lbh betah di barak krn dirmh ga betah liat bpk emaknya brantem mulu tiap hri,pntsn peserta cwe ada yang curahan hati lebih betah di barak karena dirmh tidak betah lihat bapak emaknya brantem melulu tiap hri,pntsn peserta cwe ada yang curahan hati lebih betah di barak karena dirmh tidak betah lihat bapak emaknya brantem melulu tiap hri,pntsn peserta cwe curahan hati betah dirmh betah emaknya brantem melulu hri,pntsn serta cwe curah hati betah dirmh betah emaknya brantem melulu hri,pntsn cwe curah hati betah dirmh betah emaknya brantem melulu hri,"['pntsn', 'cwe', 'curah', 'hati', 'betah', 'dirmh', 'betah', 'emaknya', 'brantem', 'melulu', 'hri']"
2025-05-15 01:28:11,Anak susah di didik.arogan.membangkang BARAK MILITER  the best solution ayyoooo ke barak..😅🎉,1,anak susah di didikaroganmembangkang barak militer the best solution ayyoooo ke barak,anak susah di didikaroganmembangkang barak militer the best solution ayyoooo kah barak,anak susah di didikaroganmembangkang barak militer the best solution ayyoooo kah barak,susah didikaroganmembangkang the best solution ayyoooo,susah didikaroganmembangkang the best solution ayyoooo,susah didikaroganmembangkang the best solution ayyoooo,"['susah', 'didikaroganmembangkang', 'the', 'best', 'solution', 'ayyoooo']"
2025-05-14 14:59:32,"Banyak faktor anak susah di atur,terutama lingkungan rumah dan lemahnya ketegasan orang tua,jadi kalau anaknya sudah baik setelah di bina,keluarga juga harus instropeksi",2,banyak faktor anak susah di aturterutama lingkungan rumah dan lemahnya ketegasan orang tuajadi kalau anaknya sudah baik setelah di binakeluarga juga harus instropeksi,banyak faktor anak susah di aturterutama lingkungan rumah dan lemahnya ketegasan orang tuajadi kalau anaknya sudah baik setelah di binakeluarga juga harus instropeksi,banyak faktor anak susah di aturterutama lingkungan rumah dan lemahnya ketegasan orang tuajadi kalau anaknya sudah baik setelah di binakeluarga juga harus instropeksi,faktor susah aturterutama lingkungan rumah lemahnya ketegasan tuajadi anaknya binakeluarga instropeksi,faktor susah aturterutama lingkung rumah lemah tegas tuajadi anak binakeluarga instropeksi,faktor susah aturterutama lingkung lemah tuajadi binakeluarga instropeksi,"['faktor', 'susah', 'aturterutama', 'lingkung', 'lemah', 'tuajadi', 'binakeluarga', 'instropeksi']"
2025-05-14 00:52:15,"ini yg bikin video udah tua tp norak, lah dgn d cuek in d sekitar nya bukan berarti d barak militer si anak jd pnya temen banyak.lain kali klo mau ngikutin yg viral, konsep nya d pikir bang.",1,ini yg bikin video udah tua tp norak lah dgn d cuek in d sekitar nya bukan berarti d barak militer si anak jd pnya temen banyaklain kali klo mau ngikutin yg viral konsep nya d pikir bang,ini yang bikin video sudah tua tapi norak lah dengan di tidak acuh in di sekitar nya bukan berarti di barak militer si anak jadi pnya teman banyaklain kali kalau mau ngikutin yang viral konsep nya di pikir bang,ini yang bikin video sudah tua tapi norak lah dengan di tidak acuh in di sekitar nya bukan berarti di barak militer si anak jadi pnya teman banyaklain kali kalau mau ngikutin yang viral konsep nya di pikir bang,bikin video norak acuh in si pnya teman banyaklain kali ngikutin viral konsep pikir bang,bikin video norak acuh in si pnya teman banyaklain kali ngikutin viral konsep pikir bang,video norak acuh in pnya banyaklain ngikutin viral konsep bang,"['video', 'norak', 'acuh', 'in', 'pnya', 'banyaklain', 'ngikutin', 'viral', 'konsep', 'bang']"
2025-05-09 16:21:56,Kasihan sering tidak di pedulikan terus di masukin barak militer,2,kasihan sering tidak di pedulikan terus di masukin barak militer,kasihan sering tidak di pedulikan terus di masukkan barak militer,kasihan sering tidak di pedulikan terus di masukkan barak militer,kasihan pedulikan masukkan,kasihan peduli masuk,kasihan peduli,"['kasihan', 'peduli']"
2025-05-07 01:46:10,Disitu kan disediakan psikolognya untuk mengetahui kondisi mental dan membantu kesehatan mentalnya...,2,disitu kan disediakan psikolognya untuk mengetahui kondisi mental dan membantu kesehatan mentalnya,disitu akan disediakan psikolognya untuk mengetahui kondisi mental dan membantu kesehatan mentalnya,disitu akan disediakan psikolognya untuk mengetahui kondisi mental dan membantu kesehatan mentalnya,disitu disediakan psikolognya kondisi mental membantu kesehatan mentalnya,situ sedia psikolog kondisi mental bantu sehat mental,situ sedia psikolog kondisi,"['situ', 'sedia', 'psikolog', 'kondisi']"
2025-05-02 13:33:14,Tapi di lain sisi juga salah orang tuanya juga sih Kenapa nggak betul-betul mengawasi anaknya rata-rata orang tua tuh kalau anaknya udah remaja udah dilepas gitu aja kalau saya pribadi paling miris ya anak-anak masih SMP masa pertumbuhan badannya tapi mereka udah ngerusak diri kayak merokok yang nggak cukup umur belum lagi mabuk itu saya hal-hal kecil seperti itu aja saya udah resah Sejak saya masih SMP di tahun 2013 saya berpikir Apa karena anaknya melihat orang tua atau bapaknya Atau ibunya merokok gitu ya jadi ngikutin atau ya karena pergaulan juga kalau nggak ngerokok dikira cupu atau gimana gitu selain itu juga banyak terlibat kasus-kasus kriminal😂 saya aja yang notabene anak perempuan ya itu dulu sama bapak saya dikerasin betul overprotective Bapak saya nggak boleh main sosial media kalau umurnya belum cukup nggak boleh dikasih HP terus saya berteman dengan siapa bergaul dengan siapa Bapak saya harus tahu dan kenal terus saya juga nggak dibolehin naik motor juga sih tapi satu bapak saya itu selalu percaya saya kalau saya bakal pulang tepat waktu kalau habis main dan saya waktu remaja Kayak udah punya rem tersendiri lah untuk tidak melakukan hal-hal kenakalan ya meski rata-rata teman-teman saya kacau kacau ya sampai ada yang hamil duluan dalam hati cuma bisa ngatain kasihan😁,2,tapi di lain sisi juga salah orang tuanya juga sih kenapa nggak betulbetul mengawasi anaknya ratarata orang tua tuh kalau anaknya udah remaja udah dilepas gitu aja kalau saya pribadi paling miris ya anakanak masih smp masa pertumbuhan badannya tapi mereka udah ngerusak diri kayak merokok yang nggak cukup umur belum lagi mabuk itu saya halhal kecil seperti itu aja saya udah resah sejak saya masih smp di tahun saya berpikir apa karena anaknya melihat orang tua atau bapaknya atau ibunya merokok gitu ya jadi ngikutin atau ya karena pergaulan juga kalau nggak ngerokok dikira cupu atau gimana gitu selain itu juga banyak terlibat kasuskasus kriminal saya aja yang notabene anak perempuan ya itu dulu sama bapak saya dikerasin betul overprotective bapak saya nggak boleh main sosial media kalau umurnya belum cukup nggak boleh dikasih hp terus saya berteman dengan siapa bergaul dengan siapa bapak saya harus tahu dan kenal terus saya juga nggak dibolehin naik motor juga sih tapi satu bapak saya itu selalu percaya saya kalau saya bakal pulang tepat waktu kalau habis main dan saya waktu remaja kayak udah punya rem tersendiri lah untuk tidak melakukan halhal kenakalan ya meski ratarata temanteman saya kacau kacau ya sampai ada yang hamil duluan dalam hati cuma bisa ngatain kasihan,tapi di lain sisi juga salah orang tuanya juga sih kenapa tidak betulbetul mengawasi anaknya ratarata orang tua itu kalau anaknya sudah remaja sudah dilepas begitu saja kalau saya pribadi paling miris iya anak anak masih smp masa pertumbuhan badannya tapi mereka sudah ngerusak diri kayak merokok yang tidak cukup umur belum lagi mabuk itu saya halhal kecil seperti itu saja saya sudah resah sejak saya masih smp di tahun saya berpikir apa karena anaknya melihat orang tua atau bapaknya atau ibunya merokok begitu iya jadi ngikutin atau iya karena pergaulan juga kalau tidak ngerokok dikira culun atau bagaimana begitu selain itu juga banyak terlibat kasuskasus kriminal saya saja yang notabene anak perempuan iya itu dahulu sama bapak saya dikerasin betul overprotective bapak saya tidak boleh main sosial media kalau umurnya belum cukup tidak boleh dikasih hp terus saya berteman dengan siapa bergaul dengan siapa bapak saya harus tahu dan kenal terus saya juga tidak dibolehin naik motor juga sih tapi satu bapak saya itu selalu percaya saya kalau saya bakal pulang tepat waktu kalau habis main dan saya waktu remaja kayak sudah punya rem tersendiri lah untuk tidak melakukan halhal kenakalan iya meski ratarata teman-teman saya kacau kacau iya sampai ada yang hamil duluan dalam hati cuma bisa ngatain kasihan,tapi di lain sisi juga salah orang tuanya juga sih kenapa tidak betulbetul mengawasi anaknya ratarata orang tua itu kalau anaknya sudah remaja sudah dilepas begitu saja kalau saya pribadi paling miris iya anak anak masih smp masa pertumbuhan badannya tapi mereka sudah ngerusak diri kayak merokok yang tidak cukup umur belum lagi mabuk itu saya halhal kecil seperti itu saja saya sudah resah sejak saya masih smp di tahun saya berpikir apa karena anaknya melihat orang tua atau bapaknya atau ibunya merokok begitu iya jadi ngikutin atau iya karena pergaulan juga kalau tidak ngerokok dikira culun atau bagaimana begitu selain itu juga banyak terlibat kasuskasus kriminal saya saja yang notabene anak perempuan iya itu dahulu sama bapak saya dikerasin betul overprotective bapak saya tidak boleh main sosial media kalau umurnya belum cukup tidak boleh dikasih hp terus saya berteman dengan siapa bergaul dengan siapa bapak saya harus tahu dan kenal terus saya juga tidak dibolehin naik motor juga sih tapi satu bapak saya itu selalu percaya saya kalau saya bakal pulang tepat waktu kalau habis main dan saya waktu remaja kayak sudah punya rem tersendiri lah untuk tidak melakukan halhal kenakalan iya meski ratarata temanteman saya kacau kacau iya sampai ada yang hamil duluan dalam hati cuma bisa ngatain kasihan,sisi salah tuanya betulbetul mengawasi anaknya ratarata anaknya remaja dilepas pribadi miris smp pertumbuhan badannya ngerusak merokok umur mabuk halhal resah smp berpikir anaknya bapaknya ibunya merokok ngikutin pergaulan ngerokok culun terlibat kasuskasus kriminal notabene perempuan dikerasin overprotective main sosial media umurnya dikasih hp berteman bergaul kenal dibolehin motor percaya pulang habis main remaja rem tersendiri halhal kenakalan ratarata temanteman kacau kacau hamil duluan hati ngatain kasihan,sisi salah tua betulbetul awas anak ratarata anak remaja lepas pribadi miris smp tumbuh badan ngerusak rokok umur mabuk halhal resah smp pikir anak bapak ibu rokok ngikutin gaul ngerokok culun libat kasuskasus kriminal notabene perempuan dikerasin overprotective main sosial media umur kasih hp teman gaul kenal dibolehin motor percaya pulang habis main remaja rem sendiri halhal nakal ratarata temanteman kacau kacau hamil duluan hati ngatain kasihan,sisi salah betulbetul awas ratarata lepas pribadi miris tumbuh badan ngerusak rokok umur mabuk halhal resah rokok ngikutin gaul ngerokok culun libat kasuskasus kriminal notabene perempuan dikerasin overprotective main sosial umur kasih hp gaul kenal dibolehin motor percaya pulang habis main rem halhal ratarata temanteman kacau kacau hamil duluan hati ngatain kasihan,"['sisi', 'salah', 'betulbetul', 'awas', 'ratarata', 'lepas', 'pribadi', 'miris', 'tumbuh', 'badan', 'ngerusak', 'rokok', 'umur', 'mabuk', 'halhal', 'resah', 'rokok', 'ngikutin', 'gaul', 'ngerokok', 'culun', 'libat', 'kasuskasus', 'kriminal', 'notabene', 'perempuan', 'dikerasin', 'overprotective', 'main', 'sosial', 'umur', 'kasih', 'hp', 'gaul', 'kenal', 'dibolehin', 'motor', 'percaya', 'pulang', 'habis', 'main', 'rem', 'halhal', 'ratarata', 'temanteman', 'kacau', 'kacau', 'hamil', 'duluan', 'hati', 'ngatain', 'kasihan']"
2025-05-27 10:17:28,Assalamualaikum. Dia kabur karena masih terasa sunyi setelah lulus dari barak militer pasti ingin masuk kembali ke pesantren memperdalam ilmu agama nya.,1,assalamualaikum dia kabur karena masih terasa sunyi setelah lulus dari barak militer pasti ingin masuk kembali ke pesantren memperdalam ilmu agama nya,assalamualaikum dia kabur karena masih terasa sunyi setelah lulus dari barak militer pasti ingin masuk kembali kah pesantren memperdalam ilmu agama nya,assalamualaikum dia kabur karena masih terasa sunyi setelah lulus dari barak militer pasti ingin masuk kembali kah pesantren memperdalam ilmu agama nya,assalamualaikum kabur sunyi lulus masuk pesantren memperdalam ilmu agama,assalamualaikum kabur sunyi lulus masuk pesantren dalam ilmu agama,assalamualaikum kabur sunyi pesantren ilmu,"['assalamualaikum', 'kabur', 'sunyi', 'pesantren', 'ilmu']"
2025-05-27 05:22:33,dedi mulyadi SAYA PINDAH KESANA APA ANDA PINDAH KE JATIM😒,1,dedi mulyadi saya pindah kesana apa anda pindah ke jatim,dedi mulyadi saya pindah kesana apa anda pindah kah jawa timur,dedi mulyadi saya pindah kesana apa anda pindah kah jawa timur,pindah kesana pindah timur,pindah kesana pindah timur,pindah kesana pindah,"['pindah', 'kesana', 'pindah']"
2025-05-27 00:35:04,Saya mau titipin ank saya gmana caranya ya,1,saya mau titipin ank saya gmana caranya ya,saya mau titipin anak saya bagaimana caranya iya,saya mau titipin anak saya bagaimana caranya iya,titipin,titipin,titipin,['titipin']
2025-05-26 15:15:16,❤ assallamuallaikim ❤❤mantap bapa aing,1,assallamuallaikim mantap bapa aing,assallamuallaikim mantap bapak saya,assallamuallaikim mantap bapak saya,assallamuallaikim mantap,assallamuallaikim mantap,assallamuallaikim mantap,"['assallamuallaikim', 'mantap']"
2025-05-26 09:56:07,Dari pesantren aja lari,2,dari pesantren aja lari,dari pesantren saja lari,dari pesantren saja lari,pesantren lari,pesantren lari,pesantren lari,"['pesantren', 'lari']"
2025-05-26 06:48:41,"Sy pingin  banget ketemu bpa aing kapan yaa tercapai cuman liat di yutub aj ,  sy asli orang Cikarang timur pak nama sy imas tingal di celedug bangun reksa indah 2 blok H no15 sy ngontrak pak",1,sy pingin banget ketemu bpa aing kapan yaa tercapai cuman liat di yutub aj sy asli orang cikarang timur pak nama sy imas tingal di celedug bangun reksa indah blok h no sy ngontrak pak,saya ingin banget ketemu bapak saya kapan yaa tercapai Cuma lihat di yutub aja saya asli orang cikarang timur pak nama saya imas tingal di celedug bangun reksa indah blok h nomor saya ngontrak pak,saya ingin banget ketemu bapak saya kapan yaa tercapai cuma lihat di yutub aja saya asli orang cikarang timur pak nama saya imas tingal di celedug bangun reksa indah blok h nomor saya ngontrak pak,ketemu yaa tercapai yutub asli cikarang timur nama imas tingal celedug bangun reksa indah blok h nomor ngontrak,ketemu yaa capai yutub asli cikarang timur nama imas tingal celedug bangun reksa indah blok h nomor ngontrak,ketemu yaa capai yutub asli cikarang imas tingal celedug bangun reksa indah blok h nomor ngontrak,"['ketemu', 'yaa', 'capai', 'yutub', 'asli', 'cikarang', 'imas', 'tingal', 'celedug', 'bangun', 'reksa', 'indah', 'blok', 'h', 'nomor', 'ngontrak']"
2025-05-26 06:03:54,👍👍❤❤,2,,,,,,,[]
2025-05-26 03:17:52,"Pak saya seorang karyawan swasta di perusahaan yg bergerak dibidang parking di rs permata gunung putri, saya tidak malas dan saya ingin sekali mendapatkan kesempatan untuk ikut pelatihan dibarak militer. Menurut saya program pak dedi sangat membantu meningkatkan kualitas kedisiplinan dan rasa tanggung jawab yg harus dimiliki kepada setiap manusia.  Izin jika diberi kesempatan saya sangat ingin sekali mengikuti program pelatihan dibarak militer pak 🙏🙏",1,pak saya seorang karyawan swasta di perusahaan yg bergerak dibidang parking di rs permata gunung putri saya tidak malas dan saya ingin sekali mendapatkan kesempatan untuk ikut pelatihan dibarak militer menurut saya program pak dedi sangat membantu meningkatkan kualitas kedisiplinan dan rasa tanggung jawab yg harus dimiliki kepada setiap manusia izin jika diberi kesempatan saya sangat ingin sekali mengikuti program pelatihan dibarak militer pak,pak saya seorang karyawan swasta di perusahaan yang bergerak dibidang parking di rs permata gunung putri saya tidak malas dan saya ingin sekali mendapatkan kesempatan untuk ikut pelatihan dibarak militer menurut saya program pak dedi sangat membantu meningkatkan kualitas kedisiplinan dan rasa tanggung jawab yang harus dimiliki kepada setiap manusia izin jika diberi kesempatan saya sangat ingin sekali mengikuti program pelatihan dibarak militer pak,pak saya seorang karyawan swasta di perusahaan yang bergerak dibidang parking di rs permata gunung putri saya tidak malas dan saya ingin sekali mendapatkan kesempatan untuk ikut pelatihan dibarak militer menurut saya program pak dedi sangat membantu meningkatkan kualitas kedisiplinan dan rasa tanggung jawab yang harus dimiliki kepada setiap manusia izin jika diberi kesempatan saya sangat ingin sekali mengikuti program pelatihan dibarak militer pak,karyawan swasta perusahaan bergerak dibidang parking rs permata gunung putri malas kesempatan pelatihan dibarak membantu meningkatkan kualitas kedisiplinan tanggung dimiliki manusia izin kesempatan mengikuti pelatihan dibarak,karyawan swasta usaha gerak bidang parking rs permata gunung putri malas sempat latih barak bantu tingkat kualitas disiplin tanggung milik manusia izin sempat ikut latih barak,karyawan swasta usaha gerak bidang parking rs permata gunung putri malas latih tingkat kualitas milik izin latih,"['karyawan', 'swasta', 'usaha', 'gerak', 'bidang', 'parking', 'rs', 'permata', 'gunung', 'putri', 'malas', 'latih', 'tingkat', 'kualitas', 'milik', 'izin', 'latih']"
2025-05-25 22:02:23,𝘽𝙥𝙠 𝙖𝙞𝙣𝙜 𝙟𝙤𝙨𝙨,1,Bpk aing joss,bapak saya joss,bapak saya joss,joss,joss,joss,['joss']
